Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
Non-binary,21,Low,East,Two-year,14,Postpaid,Mailed,Cash,57.09,1082.08,549.04,Fiber optic,224.04,Yes,No,Yes,1,36.13,10,6.59,4,No,Yes,2.08,42,2.69
Male,62,High,North,Month-to-month,4,Prepaid,Mailed,Bank Transfer,101.51,7392.5,665.16,DSL,184.04,No,Yes,Yes,8,5.17,11,9.14,4,No,Yes,3.58,46,1.37
Non-binary,23,Medium,East,Month-to-month,61,Postpaid,Paperless,Cash,61.19,9901.8,116.79,DSL,447.19,No,No,Yes,0,15.51,17,3.72,4,Yes,No,4.86,29,2.56
Female,19,Low,East,One-year,29,Postpaid,Paperless,Cash,117.75,7075.9,496.79,None,391.28,Yes,Yes,No,2,47.72,1,1.95,0,Yes,Yes,2.01,9,6.5
Female,67,Medium,East,Month-to-month,71,Postpaid,Paperless,Cash,146.93,7638.15,499.76,DSL,232.97,No,Yes,No,7,17.8,13,1.63,3,Yes,No,9.73,38,5.91
Male,68,Medium,South,Two-year,24,Postpaid,Paperless,Cash,194.52,4010.15,813.23,None,351.5,No,Yes,Yes,10,17.1,12,4.55,1,No,Yes,5.2,4,7.48
Male,57,High,East,Month-to-month,15,Postpaid,Mailed,Credit Card,77.07,8464.59,917.6,Fiber optic,331.13,Yes,Yes,No,3,41.48,12,6.36,5,Yes,No,6.78,3,8.94
Non-binary,77,Low,South,Two-year,51,Prepaid,Paperless,Credit Card,46.62,6722.23,338.64,Fiber optic,356.37,No,No,Yes,9,34.86,0,5.09,3,No,Yes,1.92,26,8.01
Female,33,High,South,One-year,61,Prepaid,Mailed,Bank Transfer,139.55,5070.64,302.69,Fiber optic,118.99,No,Yes,No,3,30,20,5.58,4,Yes,No,9.59,43,1.83
Female,76,High,West,One-year,10,Prepaid,Paperless,Cash,121.37,6641.26,401.41,Fiber optic,329.28,No,No,Yes,9,47.88,17,1.66,5,No,Yes,1.84,28,4.07
Male,23,Low,West,One-year,1,Postpaid,Mailed,Bank Transfer,26.39,135.39,732.86,DSL,221.26,No,No,No,7,46.28,2,5.79,3,Yes,No,2.63,39,9.4
Female,76,High,West,One-year,18,Prepaid,Paperless,Credit Card,183.18,5447.64,532.83,None,52.01,No,No,Yes,5,36.38,5,9.53,0,No,Yes,6.01,19,7.65
Female,33,High,North,Month-to-month,60,Postpaid,Mailed,Credit Card,136.78,9651.74,936.45,Fiber optic,486.05,No,No,Yes,6,11.11,19,4.6,0,No,Yes,4.5,0,6.94
Male,23,High,North,Two-year,64,Postpaid,Paperless,Bank Transfer,141.23,7775.34,399.32,Fiber optic,370.29,Yes,No,Yes,9,27.2,13,7.3,0,Yes,Yes,9.59,0,0.47
Male,76,Medium,East,Two-year,25,Prepaid,Mailed,Bank Transfer,182.58,2224.88,602.47,DSL,352.47,No,No,Yes,6,23.13,3,1.52,2,No,Yes,6.18,47,2.6
Female,73,Medium,North,Two-year,33,Prepaid,Mailed,Cash,131.39,3986.39,510.95,None,270.12,Yes,Yes,No,10,2.1,1,6.15,3,Yes,Yes,8.64,7,5.49
Male,64,High,South,Two-year,2,Prepaid,Paperless,Credit Card,66.52,9120.74,510.61,Fiber optic,435.16,No,No,No,3,35.5,7,7.32,2,No,No,3.43,7,9.48
Non-binary,47,High,West,One-year,70,Postpaid,Paperless,Cash,155.87,5700.16,927.59,None,270.58,No,Yes,No,10,5.87,17,4.56,0,No,Yes,9.06,23,6.18
Female,57,Low,East,Month-to-month,65,Postpaid,Mailed,Bank Transfer,106.62,9752.24,529.23,DSL,199.93,No,Yes,No,8,34.68,15,4.6,0,No,Yes,1.65,41,2.39
Non-binary,57,Low,North,Month-to-month,41,Prepaid,Paperless,Credit Card,113.89,663.93,241.24,None,288.97,Yes,No,Yes,9,22.78,14,2,5,No,Yes,8.19,31,9.39
Female,53,Low,East,Two-year,26,Prepaid,Mailed,Cash,134.9,3553.49,886.72,DSL,257.04,Yes,No,No,3,3.54,2,2.38,3,No,Yes,6.51,9,3.54
Male,71,High,North,One-year,14,Postpaid,Mailed,Credit Card,83.62,2901.66,360.51,DSL,144.93,No,No,Yes,3,38.72,7,1.18,4,No,Yes,7.72,41,8.5
Non-binary,74,Low,West,Month-to-month,8,Prepaid,Mailed,Credit Card,199.84,5965.52,75.64,DSL,273.81,No,Yes,Yes,7,25.57,15,2.3,3,No,No,1.72,14,3.59
Female,40,High,North,Two-year,6,Postpaid,Paperless,Bank Transfer,144.59,3612.81,654.48,DSL,65.36,No,No,Yes,6,41.43,6,8.44,4,No,No,5.53,49,5.52
Female,63,High,South,One-year,11,Postpaid,Paperless,Bank Transfer,22.2,1467.83,287.53,Fiber optic,144.53,No,Yes,No,8,46.84,3,4.34,3,Yes,No,7.59,32,2.28
Male,19,Medium,South,One-year,20,Prepaid,Paperless,Bank Transfer,53.63,8324.54,504.33,None,96.63,No,No,Yes,4,37.24,5,3.95,5,No,Yes,6.65,13,7.13
Non-binary,67,High,East,One-year,60,Prepaid,Paperless,Cash,112.95,6126.65,801.92,None,318.33,Yes,No,Yes,6,12.75,5,3.95,2,No,Yes,3.31,36,2.3
Non-binary,41,Low,South,One-year,7,Postpaid,Paperless,Cash,66.3,6386.88,855.23,Fiber optic,232.22,No,No,Yes,6,9,16,6.3,5,Yes,No,1.5,47,7.23
Male,24,High,East,One-year,21,Postpaid,Paperless,Credit Card,191.61,1784.22,643.91,DSL,87.31,No,Yes,Yes,5,43.68,15,8.08,0,Yes,No,5.66,18,8.4
Female,61,High,South,One-year,45,Prepaid,Paperless,Bank Transfer,39.34,3834.16,175.73,DSL,140.23,Yes,No,Yes,0,9.58,14,8.69,2,Yes,Yes,4.79,2,6.06
Female,24,High,West,Two-year,66,Prepaid,Mailed,Cash,70.28,2624.46,432.05,None,270.82,No,No,No,4,35.78,8,9.52,1,No,Yes,5.96,9,2.48
Female,75,Medium,West,One-year,44,Prepaid,Mailed,Cash,48.64,4780.89,150.79,Fiber optic,259.32,No,No,No,3,15.29,0,2.37,3,No,Yes,2.76,11,9.31
Non-binary,79,High,South,Two-year,65,Postpaid,Paperless,Bank Transfer,140.35,3880.4,767.58,None,9.06,No,No,No,0,7.29,0,3.29,3,Yes,Yes,1.58,47,4.24
Female,47,Medium,West,Two-year,64,Prepaid,Paperless,Credit Card,171.83,6787.56,844.6,DSL,224.95,No,Yes,No,8,43.12,9,8.44,1,No,Yes,3.82,7,5.24
Non-binary,38,Low,North,One-year,20,Postpaid,Paperless,Credit Card,196.68,6234.78,723,DSL,418.08,Yes,No,Yes,2,46.07,5,8.81,3,Yes,No,2.1,42,0.84
Male,58,Low,North,Two-year,31,Prepaid,Mailed,Bank Transfer,192.95,4332.36,290.38,None,115.54,Yes,Yes,No,9,14.73,5,3.98,0,No,Yes,5.43,3,6.37
Non-binary,50,Medium,West,Two-year,18,Postpaid,Mailed,Credit Card,129.68,1997.61,855.23,Fiber optic,56.02,No,No,No,4,14.48,16,5.77,1,Yes,No,1.03,16,4.56
Male,36,Low,West,One-year,57,Prepaid,Mailed,Bank Transfer,40.61,2714.31,170.33,None,434.74,No,No,No,0,20.89,0,5.26,1,No,No,3.66,31,1.8
Male,63,Low,West,One-year,17,Postpaid,Paperless,Credit Card,111.65,3581.81,930.69,Fiber optic,402.38,Yes,No,Yes,1,12.61,3,8.66,0,No,Yes,8.69,5,8.61
Non-binary,29,Low,West,Two-year,63,Postpaid,Paperless,Bank Transfer,91.29,1470.9,764.56,Fiber optic,63.74,No,Yes,Yes,5,16.2,9,3.52,4,Yes,No,1.98,5,5.79
Female,37,Medium,North,Two-year,48,Prepaid,Paperless,Bank Transfer,118.54,4226.98,815.58,Fiber optic,214.72,Yes,No,No,0,4.55,16,9.96,1,Yes,Yes,6.72,17,3.79
Female,73,High,East,One-year,65,Prepaid,Paperless,Cash,91.19,4383.82,491.3,DSL,118.77,No,No,Yes,6,47.67,10,3.03,5,No,No,7.26,19,5.29
Male,61,Medium,South,Two-year,65,Postpaid,Paperless,Credit Card,144.37,7075.7,511.32,None,379.55,No,No,No,6,10.19,2,9.03,0,Yes,No,9.37,2,0.02
Female,60,High,North,One-year,31,Postpaid,Mailed,Credit Card,155.52,7890.51,530.09,Fiber optic,73.87,No,No,Yes,0,17.19,2,1.54,1,No,No,2.54,5,8.49
Female,78,Low,South,One-year,10,Postpaid,Mailed,Cash,111,3030.27,636.3,DSL,8.32,No,No,No,7,43.04,19,7.02,1,Yes,Yes,3.4,1,7.87
Male,70,Low,South,Two-year,28,Postpaid,Mailed,Cash,77.21,2312.86,659.71,None,137.47,No,Yes,Yes,3,2.94,3,8.44,5,No,No,4.85,0,5.95
Male,79,High,West,Two-year,3,Prepaid,Mailed,Credit Card,143.69,3777.48,727.68,None,27.67,Yes,Yes,Yes,6,22.03,2,2.84,1,Yes,Yes,1.92,3,7.51
Female,24,High,South,One-year,12,Prepaid,Paperless,Cash,49.74,112.3,783.46,None,315.44,No,No,No,4,39.54,8,8.76,1,Yes,Yes,2.2,29,9.98
Female,74,Medium,East,One-year,21,Prepaid,Mailed,Credit Card,39.3,7227.54,697.94,Fiber optic,2.34,Yes,No,No,0,32.98,15,8.89,4,No,Yes,7,20,7.32
Non-binary,66,Medium,South,Two-year,57,Prepaid,Paperless,Bank Transfer,63.39,8840.85,109.49,None,297.06,No,Yes,No,0,43.45,11,1.66,1,No,No,4.4,39,1.3
Non-binary,72,Low,South,One-year,1,Postpaid,Paperless,Cash,43.95,8260.97,155.91,DSL,245.06,Yes,Yes,No,0,28.69,13,1.03,0,No,Yes,9.31,38,8.92
Female,49,Medium,South,Month-to-month,1,Prepaid,Paperless,Cash,43.1,4059,628.15,None,300.05,Yes,Yes,No,1,26.22,3,4.65,3,No,Yes,3.87,47,0.68
Female,28,High,East,Two-year,50,Postpaid,Paperless,Credit Card,24.47,4968.41,745.26,None,410.93,No,Yes,No,7,3.97,3,6.11,0,No,No,2.62,21,4.66
Male,62,Medium,South,One-year,13,Postpaid,Mailed,Credit Card,173.76,788.26,588.5,None,348.56,No,No,Yes,5,21.73,13,5.71,5,Yes,Yes,6.5,13,9.54
Female,76,Low,West,Month-to-month,50,Prepaid,Paperless,Credit Card,138.63,6546.15,200.11,DSL,139.91,Yes,Yes,Yes,3,19.09,3,1.37,5,No,No,4.52,11,2.32
Male,68,Medium,East,Two-year,22,Postpaid,Paperless,Bank Transfer,126.61,6991.79,666.45,None,277.28,Yes,No,No,8,33.55,14,1.92,4,No,Yes,6.79,21,6.1
Non-binary,79,Low,South,Two-year,21,Prepaid,Mailed,Cash,188.84,3010.99,846.35,None,87.11,Yes,Yes,No,9,32.09,18,4.01,0,Yes,Yes,6.53,15,4.96
Female,38,High,North,Two-year,31,Prepaid,Paperless,Bank Transfer,126.19,9568.39,113.51,Fiber optic,12.68,Yes,No,No,3,25.3,11,2.11,2,No,No,6.82,9,2.37
Male,28,Low,South,Month-to-month,9,Prepaid,Mailed,Cash,187.01,7993.32,460.47,DSL,119.91,No,No,No,7,6.79,11,9.34,3,Yes,No,9.46,47,7.17
Female,50,Medium,East,Two-year,44,Prepaid,Paperless,Cash,117.48,3200.7,628.24,Fiber optic,177.85,No,Yes,Yes,10,36.55,17,8.4,1,No,No,9.06,7,3.56
Male,26,Medium,North,One-year,34,Postpaid,Paperless,Cash,158.23,9225.02,950.99,Fiber optic,132.84,No,No,Yes,4,8.71,9,1.64,4,No,No,1.77,49,0.72
Male,43,High,East,Two-year,45,Prepaid,Mailed,Cash,119,2066.59,391.23,Fiber optic,369.01,No,No,Yes,3,1.33,16,6.69,1,Yes,Yes,5.59,9,7.85
Non-binary,75,Low,North,One-year,30,Prepaid,Mailed,Bank Transfer,128.53,3641.33,65.85,Fiber optic,82.49,No,Yes,No,9,15.35,15,9.07,0,No,Yes,5.35,14,5.7
Male,56,High,South,Month-to-month,39,Postpaid,Mailed,Bank Transfer,134.42,4498.99,848.97,Fiber optic,133.39,No,No,No,6,26.88,2,5.72,0,Yes,Yes,1.02,40,8.01
Non-binary,41,Low,North,Month-to-month,30,Postpaid,Mailed,Credit Card,22.06,4404.09,82.16,DSL,219.29,Yes,Yes,Yes,9,26.04,2,8.33,5,Yes,Yes,5.28,3,2.71
Female,27,High,South,Two-year,20,Prepaid,Mailed,Credit Card,30.22,6133.75,194.49,Fiber optic,275.64,Yes,Yes,No,2,23.03,15,3.36,5,No,No,4.11,40,9.81
Non-binary,67,Medium,South,One-year,52,Prepaid,Mailed,Credit Card,109.31,7508.17,705.52,None,182.26,No,Yes,Yes,4,16.47,18,2.35,1,No,Yes,2.07,7,5.02
Non-binary,75,Low,North,One-year,43,Prepaid,Paperless,Cash,102.56,6286.51,917.09,DSL,83.67,No,No,No,9,40.2,5,1.84,2,Yes,Yes,6.43,10,6.42
Female,28,High,East,Two-year,14,Postpaid,Paperless,Cash,155.37,5104.29,313.08,None,145.74,Yes,No,No,10,17.48,6,1.85,5,Yes,No,5.34,27,1.37
Non-binary,61,Low,South,Month-to-month,50,Prepaid,Paperless,Bank Transfer,73.99,2580,300.94,Fiber optic,107.23,No,No,Yes,1,15.56,10,7.25,0,No,Yes,9.46,12,8.68
Male,59,Medium,West,Two-year,46,Prepaid,Paperless,Bank Transfer,32.74,8754.97,684.18,Fiber optic,453.06,Yes,Yes,Yes,9,16.63,14,8,4,Yes,No,6.18,22,6.58
Female,24,High,South,Month-to-month,48,Postpaid,Paperless,Cash,26.78,3336.24,303.05,Fiber optic,8.96,Yes,Yes,No,5,40.38,19,7.96,5,No,No,3.45,5,8.61
Male,20,High,West,Month-to-month,1,Postpaid,Mailed,Cash,136.23,9100.79,222.87,None,412.13,Yes,No,Yes,3,40.45,14,3.83,4,No,Yes,2.8,49,8.35
Male,31,Low,North,Month-to-month,40,Prepaid,Paperless,Cash,143.74,2034.64,381.51,None,339.46,No,Yes,No,8,9.19,20,5.55,5,No,No,7.56,27,2.04
Non-binary,59,Low,East,Two-year,38,Postpaid,Mailed,Credit Card,192.64,2316.19,325.1,None,460.76,Yes,No,No,9,30.88,10,5.54,3,No,No,7.51,22,4.5
Male,63,High,North,Month-to-month,26,Postpaid,Mailed,Credit Card,137.92,7702.43,89.62,DSL,361.38,No,No,No,6,22.1,8,1.55,1,No,No,3.92,40,2.93
Non-binary,75,Medium,West,Two-year,4,Prepaid,Paperless,Cash,151.11,7195.7,524.41,None,129.86,Yes,No,Yes,2,8.68,17,2.17,5,Yes,Yes,9.19,28,0.72
Non-binary,56,Low,East,One-year,19,Prepaid,Paperless,Cash,192.72,7169.77,691.3,None,429.86,No,Yes,No,8,35.55,18,2.6,2,Yes,Yes,3.6,42,2.93
Female,78,Medium,North,One-year,67,Prepaid,Paperless,Cash,145.89,7784.46,353.4,DSL,405.95,No,No,No,8,36.7,18,9.1,1,No,Yes,9,17,2.14
Male,27,High,South,Month-to-month,38,Postpaid,Mailed,Credit Card,46.66,9355.37,134.41,None,465.94,Yes,No,Yes,9,33.63,6,6,0,Yes,No,7.92,8,6.27
Male,30,Low,North,One-year,5,Prepaid,Mailed,Cash,101.57,632.66,189.81,Fiber optic,357.07,No,No,Yes,0,44.1,9,6.93,4,Yes,No,5.89,32,4.04
Male,72,Low,East,Two-year,16,Prepaid,Paperless,Credit Card,161.24,224.03,576.35,DSL,417.13,No,Yes,Yes,5,17.11,12,7.59,1,No,Yes,1.26,27,9.88
Male,62,Medium,North,Two-year,24,Postpaid,Paperless,Credit Card,147.1,9342.74,965.13,None,54.29,No,Yes,No,5,17.06,2,4.89,1,No,Yes,1.34,24,6.85
Male,76,High,East,Month-to-month,40,Postpaid,Mailed,Credit Card,183.61,3888.04,771.12,Fiber optic,434.43,No,No,No,8,36.91,12,6.8,5,No,Yes,6.43,17,8.1
Male,65,High,North,Two-year,59,Postpaid,Paperless,Bank Transfer,79.61,7409.64,630.68,DSL,273.07,Yes,Yes,No,0,11.47,1,1.29,2,No,No,7.8,18,1.49
Male,66,High,North,Month-to-month,59,Postpaid,Mailed,Cash,155.31,4964.06,53.93,Fiber optic,341.59,No,Yes,No,5,4.72,1,2.74,1,No,No,9.86,15,4.3
Non-binary,37,Medium,South,Month-to-month,19,Prepaid,Paperless,Cash,50.87,4217.38,313.53,DSL,322.16,No,Yes,No,0,29.81,3,5.73,5,No,Yes,6.27,47,8.41
Female,44,Medium,East,Two-year,26,Prepaid,Paperless,Credit Card,98.63,4373.91,702.42,Fiber optic,213.63,Yes,Yes,Yes,3,35.4,4,1.1,2,Yes,No,2.34,14,4.83
Female,22,High,South,Month-to-month,15,Prepaid,Paperless,Credit Card,72.81,6848.97,974,DSL,382.37,No,No,Yes,10,34.13,4,8.96,0,Yes,No,7.76,47,0.84
Non-binary,19,Medium,West,Month-to-month,10,Postpaid,Paperless,Bank Transfer,105.45,8520.91,443.95,None,114.62,Yes,Yes,Yes,2,31.8,2,9.17,4,No,No,5,43,1.48
Female,41,Low,East,Two-year,9,Postpaid,Paperless,Cash,197.33,4697.85,706.08,DSL,315.74,Yes,Yes,No,2,7.53,8,2.07,2,Yes,No,9.06,0,7.32
Female,18,High,West,Month-to-month,14,Prepaid,Mailed,Cash,172.9,3290.84,147.09,None,230.19,No,No,Yes,2,14.81,18,2.26,2,No,No,9.1,13,2.81
Male,34,Medium,North,One-year,28,Postpaid,Paperless,Bank Transfer,56.24,2768.42,771.72,Fiber optic,230.21,No,Yes,Yes,1,36.58,8,5.15,2,Yes,Yes,1.46,38,4.68
Female,70,Medium,West,Two-year,56,Postpaid,Mailed,Cash,97.73,5704.78,121.06,Fiber optic,155.59,Yes,No,Yes,6,13.35,13,1.09,2,No,No,9.91,12,4.05
Female,58,Medium,South,One-year,37,Postpaid,Mailed,Cash,185.85,5493.99,421.11,DSL,295.97,Yes,No,Yes,2,26.35,15,2.54,0,No,No,1.75,13,7.4
Male,27,High,East,Month-to-month,35,Postpaid,Paperless,Cash,147.63,496.55,899.16,Fiber optic,199.09,No,No,Yes,10,26.24,16,7.12,3,Yes,Yes,1.4,29,3.78
Non-binary,67,High,South,Month-to-month,70,Prepaid,Mailed,Bank Transfer,167.14,4086.18,402.51,DSL,356.72,Yes,Yes,No,5,20.76,13,8.77,0,No,No,3.5,45,7.75
Non-binary,30,High,West,Month-to-month,61,Prepaid,Paperless,Cash,99.16,1285.08,742.27,Fiber optic,240.83,Yes,Yes,Yes,6,10.41,13,5.15,3,Yes,Yes,9.36,25,4.88
Male,63,Medium,East,One-year,8,Postpaid,Mailed,Credit Card,69.63,3155.8,405.48,Fiber optic,51.97,No,No,Yes,1,36.4,15,6.01,0,No,No,9.81,10,6.38
Female,75,Low,North,One-year,22,Prepaid,Paperless,Cash,30.9,5475.87,747.43,DSL,419.19,No,Yes,No,4,44.31,9,5.18,5,Yes,Yes,6.49,22,3.57
Female,79,Low,West,One-year,44,Prepaid,Mailed,Bank Transfer,141.77,3703.9,138.79,DSL,294.92,No,Yes,Yes,1,19.72,19,7.44,0,No,No,2.68,22,1.14
Female,48,Low,East,One-year,66,Postpaid,Paperless,Credit Card,131.23,7678.74,103.22,None,330.55,No,No,No,6,8.76,9,9.14,4,No,No,3.73,10,8.23
Male,75,Low,South,One-year,29,Prepaid,Paperless,Bank Transfer,74.04,9827.79,109.1,Fiber optic,475.13,Yes,Yes,No,9,43.44,17,9.83,3,No,Yes,5.48,42,9.72
Male,29,Low,South,Two-year,35,Prepaid,Paperless,Credit Card,158.64,4523.83,885.37,DSL,18.5,Yes,Yes,No,4,25.27,14,6.98,2,No,No,1.95,36,3.49
Female,69,Low,East,Month-to-month,34,Postpaid,Paperless,Bank Transfer,128.05,1332.43,940.52,DSL,313.5,No,Yes,No,2,32.25,7,8.88,3,Yes,No,9.59,27,9.65
Male,26,Low,East,Month-to-month,44,Postpaid,Mailed,Cash,192.94,8791.95,342.05,DSL,81.42,No,No,Yes,8,21.28,0,5.23,1,Yes,Yes,3.53,6,7.78
Female,24,High,South,One-year,63,Postpaid,Paperless,Bank Transfer,167.79,9643.16,590.81,None,133.66,Yes,No,Yes,9,32.63,14,3.33,3,No,Yes,5.55,17,4.82
Female,30,High,East,One-year,28,Prepaid,Mailed,Credit Card,158,7611.52,123.47,Fiber optic,351.1,Yes,Yes,Yes,5,44.73,5,8.63,5,Yes,Yes,8.84,40,2.31
Non-binary,53,High,East,Two-year,32,Prepaid,Mailed,Credit Card,107,5168.2,143.84,None,439.96,No,No,Yes,9,38.54,17,7.59,0,No,No,1.67,23,0.27
Male,46,High,South,Two-year,4,Prepaid,Mailed,Cash,165.63,483.8,525.28,Fiber optic,136.29,Yes,No,Yes,1,15.25,0,9.04,1,No,Yes,6.78,6,4.49
Male,23,Low,East,One-year,56,Postpaid,Paperless,Cash,164.15,8523.62,544.44,DSL,170.62,Yes,Yes,Yes,2,36.07,14,6.26,5,Yes,Yes,2.44,18,7.15
Female,65,Low,South,One-year,13,Postpaid,Paperless,Bank Transfer,78.22,4988.06,901.64,None,95.33,Yes,Yes,Yes,10,2.67,20,7.12,4,No,No,7.26,11,9.52
Female,67,High,East,One-year,21,Postpaid,Paperless,Bank Transfer,194.87,1216.24,871.5,DSL,7.57,Yes,Yes,Yes,1,2.44,1,4.62,2,No,No,1.69,49,5.11
Female,54,High,North,Two-year,59,Postpaid,Mailed,Bank Transfer,32.7,2185.6,537.23,None,210.64,No,Yes,Yes,4,9.84,19,8.63,2,No,Yes,1.84,7,1.1
Male,55,Medium,South,Month-to-month,14,Postpaid,Paperless,Credit Card,172.35,8848.03,504.39,None,149.64,No,Yes,No,3,17.01,15,6.76,2,Yes,No,5.56,24,6.03
Male,38,Medium,North,Month-to-month,13,Prepaid,Mailed,Credit Card,105.66,5018.91,841.22,DSL,275.21,No,Yes,No,9,33.38,18,8.05,4,No,No,5.07,1,8.17
Female,76,High,East,One-year,10,Postpaid,Mailed,Cash,84.7,4092.2,98.54,DSL,450.2,No,No,No,5,34.5,11,2.88,0,Yes,No,8.49,11,2.35
Non-binary,41,Medium,East,One-year,45,Prepaid,Paperless,Cash,119.2,3256.73,591.49,Fiber optic,294.1,No,Yes,Yes,4,41.06,14,7.39,5,Yes,No,3.82,38,0.12
Non-binary,79,High,West,Month-to-month,44,Prepaid,Mailed,Bank Transfer,131.36,1474.68,798.76,Fiber optic,107.59,Yes,Yes,Yes,1,33.52,9,6.02,0,Yes,No,3.95,18,6.54
Female,31,Low,West,Two-year,43,Postpaid,Paperless,Cash,137.33,6138.86,562.44,None,198.09,Yes,No,Yes,0,46.88,4,7.19,1,Yes,Yes,3.86,33,9.13
Male,42,Medium,East,One-year,35,Prepaid,Mailed,Bank Transfer,113.52,1884.36,357.54,Fiber optic,206.62,No,Yes,No,7,7.25,0,2.93,5,Yes,No,6.91,1,2.71
Male,56,Low,South,One-year,69,Prepaid,Paperless,Cash,114.65,3737.18,424.58,Fiber optic,125.41,No,Yes,Yes,5,26.24,13,5.67,3,Yes,Yes,6.09,49,0.21
Male,70,Medium,East,Month-to-month,67,Prepaid,Paperless,Cash,176.95,4083.4,944.98,DSL,41.14,No,Yes,No,4,14.72,12,6.75,1,No,No,5.98,23,9.57
Non-binary,21,Medium,West,Two-year,51,Postpaid,Paperless,Credit Card,36.01,5505.46,95.27,None,326.6,Yes,No,No,3,39.01,16,9.95,4,Yes,No,4.49,2,2.48
Female,19,Medium,South,One-year,43,Postpaid,Paperless,Cash,174.89,1760.28,982.39,None,266.31,No,No,No,5,4.76,13,9.21,2,No,No,5.79,36,1.34
Female,48,Low,East,One-year,58,Prepaid,Paperless,Credit Card,46.61,9653.43,880.98,None,289.31,No,No,No,6,45.57,10,5.59,4,Yes,No,3.27,50,7.56
Male,23,Medium,North,Month-to-month,46,Prepaid,Paperless,Credit Card,135.52,1579.73,224.36,Fiber optic,47.05,Yes,Yes,Yes,1,23.42,20,3.28,2,Yes,No,5.42,7,0.64
Male,60,High,West,Month-to-month,25,Prepaid,Paperless,Credit Card,63.26,6367.97,400.88,DSL,141.09,No,Yes,No,0,14.74,14,1.92,1,No,No,4.05,41,5.15
Non-binary,27,Medium,West,One-year,41,Prepaid,Mailed,Cash,191.27,3543.76,121.86,None,3.56,No,Yes,No,10,25.83,15,7.45,3,Yes,No,6.68,46,5.08
Non-binary,67,Low,East,Two-year,53,Prepaid,Mailed,Cash,107.96,3476.23,510.13,DSL,458.89,No,Yes,No,0,35.21,19,9.86,4,No,Yes,2.11,11,9.52
Male,59,Low,West,Two-year,30,Prepaid,Mailed,Cash,57.08,3207.15,768.39,Fiber optic,360.38,No,Yes,Yes,10,34.83,7,4.26,0,No,Yes,2.98,45,5.36
Non-binary,54,Medium,South,Month-to-month,6,Postpaid,Paperless,Credit Card,22.49,3226.26,811.22,None,472.16,No,Yes,No,5,24.74,3,7.92,0,No,No,9.57,43,9.77
Non-binary,52,High,West,One-year,39,Postpaid,Paperless,Cash,66.69,1881.7,737.45,Fiber optic,199.73,Yes,No,No,2,21.55,13,9.29,2,No,No,7.37,24,8.3
Male,65,Low,West,Two-year,36,Prepaid,Paperless,Credit Card,99.41,5965,146.81,Fiber optic,483.86,Yes,No,Yes,1,45.29,20,1.39,2,No,Yes,8.3,45,4.55
Female,44,Medium,South,One-year,45,Postpaid,Mailed,Cash,122.71,4973.88,745.19,Fiber optic,401.33,Yes,No,No,4,14.87,17,4.77,5,No,Yes,3.22,23,5.99
Non-binary,58,Medium,East,Two-year,8,Postpaid,Paperless,Credit Card,173.24,8460.4,972.51,None,144.33,Yes,No,Yes,1,35.23,3,7.36,2,Yes,Yes,1.4,33,2.01
Non-binary,79,Low,North,One-year,11,Postpaid,Paperless,Credit Card,81.15,2130.01,754.86,DSL,163.83,Yes,No,No,1,16.63,5,7.36,0,No,No,8.15,16,1.35
Male,49,Low,West,Two-year,38,Prepaid,Mailed,Bank Transfer,76.93,3493.32,706.84,Fiber optic,241.46,No,No,No,0,7.69,3,8.66,0,Yes,No,4.49,38,8.74
Non-binary,33,Medium,East,One-year,35,Postpaid,Mailed,Credit Card,88.87,4224.8,772.63,DSL,200.19,No,Yes,No,8,41.33,0,5.5,4,No,Yes,3.96,22,2.22
Male,30,Low,South,Month-to-month,54,Prepaid,Paperless,Bank Transfer,53.03,5646.3,831.47,DSL,98.71,Yes,No,Yes,8,25.22,1,1.54,4,Yes,No,1.11,39,0.8
Female,47,Low,West,One-year,31,Postpaid,Mailed,Credit Card,144.43,4345.36,724.08,DSL,352.37,No,Yes,Yes,7,42.06,2,1.24,5,Yes,Yes,1.11,8,3.88
Male,53,Low,East,Month-to-month,39,Prepaid,Paperless,Credit Card,40.64,9158.28,846.36,None,413.11,No,No,Yes,8,6.86,6,5.48,4,Yes,Yes,5.24,17,3.43
Non-binary,55,Low,South,Month-to-month,68,Postpaid,Paperless,Cash,65.64,5394.52,166.29,None,179.92,Yes,Yes,No,2,5.85,1,1.36,0,Yes,No,5.45,6,5.63
Female,37,High,West,One-year,17,Postpaid,Paperless,Cash,46.06,5041.78,149.84,Fiber optic,487.43,No,No,No,10,40.86,9,8.14,2,No,No,1.13,38,9.77
Female,59,Medium,South,One-year,67,Postpaid,Paperless,Cash,152.83,5179.16,284.69,Fiber optic,22.52,Yes,Yes,Yes,6,3.29,17,2.93,0,Yes,Yes,7.26,6,6.03
Male,34,Medium,North,Two-year,36,Prepaid,Paperless,Credit Card,147.55,2887.34,969.62,Fiber optic,235.04,No,Yes,No,3,12.25,19,4.36,1,Yes,Yes,2.71,38,6.8
